id|name|type|bucket
4636|[Oshi no Ko]|anime|200000
6266|[Oshi no Ko]|manga|200000
55192|100-man no Inochi no Ue ni Ore wa Tatteiru|anime|201033
57922|11eyes|anime|0
59201|20th Century Boys|manga|201001
59202|21st Century Boys|manga|201001
478|3-gatsu no Lion|anime|200005
549|3-gatsu no Lion|manga|200005
391|3-gatsu no Lion 2nd Season|anime|200005
52766|3D Kanojo: Real Girl|anime|201022
8574|5-toubun no Hanayome|manga|200007
6303|5-toubun no Hanayome ∬|anime|200007
4092|86|anime|200008
1735|86 Part 2|anime|200008
25450|91 Days|anime|0
26906|Absolute Duo|anime|0
4926|Accel World|anime|0
53731|Acchi Kocchi|anime|0
83875|Act-age|manga|0
53751|Aharen-san wa Hakarenai|anime|0
31327|Aho Girl|anime|0
54351|Air|anime|0
79396|Air Gear|manga|0
23890|Ajin|anime|200017
32399|Ajin|manga|200017
23891|Ajin Part 2|anime|200017
5566|Akagami no Shirayuki-hime|anime|200018
7560|Akagami no Shirayuki-hime|manga|200018
18862|Akagami no Shirayuki-hime 2nd Season|anime|200018
29346|Akame ga Kill!|anime|200019
39664|Akame ga Kill!|manga|200019
23259|Akatsuki no Yona|anime|200020
31556|Akatsuki no Yona|manga|200020
24073|Akatsuki no Yona OVA|anime|200020
21079|Akira|anime|200021
28680|Akira|manga|200021
67610|Aku no Hana|manga|0
3616|Akudama Drive|anime|0
55997|Akuma no Riddle|anime|0
81262|Akumetsu|manga|0
2222|Aldnoah.Zero|anime|200026
2223|Aldnoah.Zero Part 2|anime|200026
69061|All You Need Is Kill|manga|0
53875|Amaama to Inazuma|anime|0
4486|Amagi Brilliant Park|anime|0
54644|Amnesia|anime|0
14555|Angel Beats!|anime|200031
14642|Angel Beats! Another Epilogue|anime|200031
14556|Angel Beats! Specials|anime|200031
82612|Angel Densetsu|manga|0
80958|Annarasumanara|manga|0
16424|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.|anime|200034
16425|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie|anime|200034
81316|Another|manga|0
50153|Ansatsu Kyoushitsu|anime|200036
15356|Ansatsu Kyoushitsu|manga|200036
11199|Ansatsu Kyoushitsu 2nd Season|anime|200036
13877|Ao Ashi|anime|0
62100|Ao Haru Ride|manga|0
29653|Ao no Exorcist|anime|200039
40093|Ao no Exorcist|manga|200039
29654|Ao no Exorcist Movie|anime|200039
81574|Ao no Flag|manga|0
33852|Ao no Hako|manga|0
52786|Araburu Kisetsu no Otome-domo yo.|anime|0
20449|Aria the Benedizione|anime|0
20434|Aria the Natural|anime|0
20448|Aria the OVA: Arietta|anime|0
11913|Aria the Origination|anime|200046
20455|Aria the Origination: Sono Choppiri Himitsu no Basho ni...|anime|200046
1290|Arifureta Shokugyou de Sekai Saikyou|anime|200047
1732|Arifureta Shokugyou de Sekai Saikyou|manga|200277
55541|Aruiwa Sekai ga Hajimaru Seisen|anime|0
5444|Ashita no Joe|anime|200049
7377|Ashita no Joe|manga|200049
5427|Ashita no Joe 2|anime|200049
1324|Asobi Asobase|anime|0
9893|Azumanga Daioh|manga|201003
7250|Azumanga Daiou: The Animation|anime|201003
627|Azur Lane|game|200053
70988|Azur Lane|manga|200053
25896|Baby Steps 2nd Season|anime|0
10852|Baccano!|anime|200055
10853|Baccano! Specials|anime|200055
15244|Baka to Test to Shoukanjuu|anime|0
1810|Bakemono no Ko|anime|0
4763|Bakemonogatari|anime|200001
33388|Baki|anime|201018
19924|Bakuman.|anime|200060
20428|Bakuman.|manga|200060
15045|Bakuman. 2nd Season|anime|200060
15044|Bakuman. 3rd Season|anime|200060
3939|Ballroom e Youkoso|anime|0
13651|BanG Dream! 3rd Season|anime|200016
13653|BanG Dream! It's MyGO!!!!!|anime|200016
13652|BanG Dream! Movie: Episode of Roselia - II: Song I Am.|anime|200016
12164|Banana Fish|anime|200065
16634|Banana Fish|manga|200065
576|Barakamon|anime|0
69083|Bastard|manga|0
80605|Battle Royale|manga|0
81763|Beast Master|manga|0
5835|Beastars|anime|200070
5786|Beastars|manga|200070
5778|Beastars 2nd Season|anime|200070
13368|Beck|anime|200071
18221|Beck|manga|200071
312|Beelzebub|anime|200072
343|Beelzebub|manga|200072
53290|Ben-To|anime|0
793|Berserk|anime|200074
1080|Berserk|manga|200074
1937|Berserk: Ougon Jidai-hen III - Kourin|anime|200074
81802|Billy Bat|manga|0
38497|Bishoujo Senshi Sailor Moon|manga|200076
28467|Bishoujo Senshi Sailor Moon: Sailor Stars|anime|200076
84304|Bitter Virgin|manga|0
83146|Black Bird|manga|0
75663|Black Cat|manga|200079
55809|Black Cat (TV)|anime|200079
4953|Black Clover|anime|200080
6697|Black Clover|manga|200080
8498|Black Clover: Mahou Tei no Ken|anime|200080
23525|Black Lagoon|anime|200081
27878|Black Lagoon|manga|200081
25330|Black Lagoon: Roberta's Blood Trail|anime|200081
20484|Black Lagoon: The Second Barrage|anime|200081
68118|Blame!|manga|0
910|Bleach|anime|200083
1665|Bleach|manga|200083
39783|Bleach Movie 1: Memories of Nobody|anime|200083
39784|Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru|anime|200083
39774|Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu|anime|200083
39781|Bleach: Sennen Kessen-hen|anime|200083
39770|Bleach: Sennen Kessen-hen - Ketsubetsu-tan|anime|200083
6365|Blend S|anime|0
30972|Blood Lad|anime|200085
41923|Blood Lad|manga|200085
85051|Bloody Monday|manga|0
12707|Blue Archive|game|0
3073|Blue Lock|anime|200088
4190|Blue Lock|manga|200088
52398|Blue Period|anime|200089
70679|Blue Period|manga|200089
3214|Bocchi the Rock!|anime|0
84364|Boku Girl|manga|0
5557|Boku dake ga Inai Machi|anime|200092
7548|Boku dake ga Inai Machi|manga|200092
29147|Boku no Hero Academia|anime|200093
1190|Boku no Hero Academia|manga|200093
942|Boku no Hero Academia 2nd Season|anime|200093
943|Boku no Hero Academia 3rd Season|anime|200093
944|Boku no Hero Academia 5th Season|anime|200093
876|Boku no Hero Academia 6th Season|anime|200093
4154|Boku no Hero Academia the Movie 1: Futari no Hero|anime|200093
20123|Boku no Hero Academia the Movie 2: Heroes:Rising|anime|200093
948|Boku no Hero Academia the Movie 3: World Heroes' Mission|anime|200093
55671|Boku no Kanojo ga Majimesugiru Sho-bitch na Ken|anime|0
18159|Boku no Kokoro no Yabai Yatsu|anime|0
82393|Boku wa Mari no Naka|manga|0
29409|Boku wa Tomodachi ga Sukunai Next|anime|0
83917|Bokura ga Ita|manga|0
84805|Bokura wa Minna Kawai-sou|manga|0
52848|Bokutachi no Remake|anime|0
32543|Bokutachi wa Benkyou ga Dekinai|anime|200101
44070|Bokutachi wa Benkyou ga Dekinai|manga|200101
32544|Bokutachi wa Benkyou ga Dekinai!|anime|200101
679|Boruto: Naruto Next Generations|manga|200601
487|Boruto: Naruto the Movie|anime|200601
79705|Btooom!|manga|0
22052|Buddy Daddies|anime|0
1859|Bungou Stray Dogs|manga|200106
1942|Bungou Stray Dogs 2nd Season|anime|200106
2299|Bungou Stray Dogs 3rd Season|anime|200106
1387|Bungou Stray Dogs 4th Season|anime|200106
1386|Bungou Stray Dogs 5th Season|anime|200106
2229|Bungou Stray Dogs Wan!|anime|200106
2230|Bungou Stray Dogs: Dead Apple|anime|200106
29687|Byousoku 5 Centimeter|anime|0
54005|C: The Money of Soul and Possibility Control|anime|0
21150|Cardcaptor Sakura|anime|200109
21497|Cardcaptor Sakura|manga|200109
15821|Cardcaptor Sakura Movie 2: Fuuin Sareta Card|anime|200109
53416|Carole & Tuesday|anime|0
36764|Chainsaw Man|anime|200111
49455|Chainsaw Man|manga|200111
13425|Chi no Wadachi|manga|0
188|Chihayafuru|manga|200113
635|Chihayafuru 2|anime|200113
132|Chihayafuru 3|anime|200113
84136|Chikan Otoko|manga|0
28874|Chobits|anime|200115
22044|Chobits|manga|200115
56275|Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!|anime|0
84556|Choujin X|manga|0
30630|Chuunibyou demo Koi ga Shitai! Movie: Take On Me|anime|0
30149|Chuunibyou demo Koi ga Shitai! Ren|anime|0
55007|ChäoS;HEAd|anime|0
18358|Citrus|anime|200121
24972|Citrus|manga|200121
14824|City Hunter 2|anime|0
14731|Clannad|anime|200123
796|Clannad: After Story|anime|200123
797|Clannad: After Story - Mou Hitotsu no Sekai|anime|200123
803|Clannad: Mou Hitotsu no Sekai|anime|200123
4326|Claymore|anime|200124
5864|Claymore|manga|200124
1482|Code Geass: Fukkatsu no Lelouch|anime|200126
1218|Code Geass: Hangyaku no Lelouch|anime|200126
1481|Code Geass: Hangyaku no Lelouch III - Oudou|anime|200126
1202|Code Geass: Hangyaku no Lelouch R2|anime|200126
52969|Code:Breaker|anime|200127
71511|Code:Breaker|manga|200127
13959|Comyushou desu.|manga|200128
10176|Comyushou desu. 2nd Season|anime|200128
13962|Corpse Party|game|0
959|Cowboy Bebop|anime|200130
2873|Cowboy Bebop: Tengoku no Tobira|anime|200130
3722|Cross Game|anime|0
8493|Cyberpunk: Edgerunners|anime|0
2254|D.Gray-man|anime|200133
3051|D.Gray-man|manga|200133
32041|Dagashi Kashi|anime|201029
33047|Dakara Boku wa|anime|0
3522|Dandadan|manga|0
53626|Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen|anime|200015
8536|Danshi Koukousei no Nichijou|anime|201041
14883|Darker than Black: Kuro no Keiyakusha|anime|200139
14965|Darker than Black: Kuro no Keiyakusha Gaiden|anime|200139
31235|Darker than Black: Ryuusei no Gemini|anime|0
27719|Darwin's Game|anime|200141
37529|Darwin's Game|manga|200141
15963|Date A Live II|anime|201023
15964|Date A Live IV|anime|0
80910|Dead Dead Demons Dededede Destruction|manga|0
81067|Dead Tube|manga|0
61304|Deadman Wonderland|manga|0
22075|Death Billiards|anime|0
6868|Death March kara Hajimaru Isekai Kyousoukyoku|anime|0
8280|Death Note|anime|201014
11349|Death Note|manga|201014
53482|Death Note: Tokubetsu Yomikiri|manga|201014
22074|Death Parade|anime|0
54407|Deca-Dence|anime|0
33155|Demi-chan wa Kataritai|anime|0
69654|Dengeki Daisy|manga|0
20737|Dennou Coil|anime|0
54193|Denpa Onna to Seishun Otoko|anime|0
54311|Densetsu no Yuusha no Densetsu|anime|0
800|Detective Conan|anime|200157
1242|Detective Conan|manga|200378
14743|Detective Conan Movie 03: The Last Wizard of the Century|anime|200157
14744|Detective Conan Movie 04: Captured in Her Eyes|anime|200157
14738|Detective Conan Movie 05: Countdown to Heaven|anime|200157
4844|Detective Conan Movie 06: The Phantom of Baker Street|anime|200157
14740|Detective Conan Movie 08: Magician of the Silver Sky|anime|200157
14745|Detective Conan Movie 10: Requiem of the Detectives|anime|200157
14735|Detective Conan Movie 13: The Raven Chaser|anime|200157
14739|Detective Conan Movie 14: The Lost Ship in the Sky|anime|200157
14746|Detective Conan Movie 15: Quarter of Silence|anime|200157
4745|Detective Conan Movie 18: The Sniper from Another Dimension|anime|200157
1661|Detective Conan Movie 20: The Darkest Nightmare|anime|200157
11306|Detective Conan Movie 25: Halloween no Hanayome|anime|200157
4743|Detective Conan Movie 26: Kurogane no Submarine|anime|200157
4742|Detective Conan: Episode One - The Great Detective Turned Small|anime|200157
20045|Detroit Metal City|anime|0
54108|Devil May Cry|anime|0
82882|Devilman|manga|0
56173|Devils Line|anime|0
55|Diamond no Ace|anime|200162
54|Diamond no Ace: Act II|anime|200162
53|Diamond no Ace: Second Season|anime|200162
33594|Digimon Adventure|anime|200163
20781|Digimon Adventure: Last Evolution Kizuna|anime|200163
54377|Dimension W|anime|0
30440|Domestic na Kanojo|anime|200165
41183|Domestic na Kanojo|manga|200165
21172|Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi|anime|0
11125|Dorohedoro|anime|200167
15262|Dorohedoro|manga|200167
4979|Dororo|anime|0
79141|Doubt|manga|0
17638|Doukyuusei (Movie)|anime|0
24211|Douluo Dalu 2nd Season|anime|0
8626|Doupo Cangqiong 4th Season|anime|0
8681|Doupo Cangqiong: Nian Fan|anime|0
8625|Doupo Cangqiong: San Nian Zhi Yue|anime|0
10203|Dr. Stone|anime|200175
13995|Dr. Stone|manga|200175
10206|Dr. Stone: New World|anime|200175
10204|Dr. Stone: Ryuusui|anime|200175
10205|Dr. Stone: Stone Wars|anime|200175
5622|Dragon Ball|anime|200176
7670|Dragon Ball|manga|200176
19538|Dragon Ball GT|anime|200176
3481|Dragon Ball Super|anime|200176
3219|Dragon Ball Super|manga|200176
2372|Dragon Ball Super: Broly|anime|200176
19743|Dragon Ball Z|anime|200176
26397|Drifters|anime|0
82339|Dungeon Meshi|manga|0
24620|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka|anime|200179
5361|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria|anime|200179
24197|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III|anime|200179
5156|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen|anime|200179
5161|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen|anime|200179
15730|Durarara!!|anime|200180
15432|Durarara!!x2 Ketsu|anime|200180
15766|Durarara!!x2 Shou|anime|200180
15433|Durarara!!x2 Ten|anime|200180
81454|Eden no Ori|manga|0
82084|Eden: It's an Endless World!|manga|0
57548|Edens Zero|anime|0
15844|Eiga Daisuki Pompo-san|anime|0
21281|Eizouken ni wa Te wo Dasu na!|anime|0
13145|Elfen Lied|manga|201019
8803|Enen no Shouboutai|manga|200187
6463|Enen no Shouboutai: Ni no Shou|anime|200187
9727|Ergo Proxy|anime|0
29894|Eromanga-sensei|anime|0
3286|Evangelion: 1 You Are (Not) Alone|anime|200607
3285|Evangelion: 2 You Can (Not) Advance|anime|200607
3304|Evangelion: 3 You Can (Not) Redo|anime|200607
3282|Evangelion: 3+1 Thrice Upon a Time|anime|200607
1368|Eve no Jikan|anime|200194
1369|Eve no Jikan (Movie)|anime|200194
80086|Eyeshield 21|manga|0
25359|FLCL|anime|0
29710|Fairy Tail|anime|200197
31987|Fairy Tail|manga|200197
57019|Fairy Tail Zerø|manga|200197
23580|Fairy Tail: Final Series|anime|200197
31572|Fate/Apocrypha|anime|200200
1877|Fate/Grand Order: Zettai Majuu Sensen Babylonia|anime|200200
9934|Fate/Zero|anime|200200
9813|Fate/Zero 2nd Season|anime|200200
2489|Fate/kaleid liner Prisma☆Illya|anime|200200
11657|Fate/stay night Movie: Heaven's Feel - I. Presage Flower|anime|200200
11654|Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly|anime|200200
20838|Fate/stay night Movie: Heaven's Feel - III. Spring Song|anime|200200
11656|Fate/stay night: Unlimited Blade Works|anime|200200
16257|Fate/stay night: Unlimited Blade Works 2nd Season|anime|200200
20203|Fate/stay night: Unlimited Blade Works Prologue|anime|200200
1864|Fate/strange Fake: Whispers of Dawn|anime|200200
108519|Final Fantasy XIV|game|200207
85499|Final Fantasy XIV: Shiritsu Eorzea Gakuen|manga|200207
64193|Fire Punch|manga|0
56083|Flying Witch|anime|0
29854|Free!|anime|200210
29862|Free! Eternal Summer|anime|200210
53456|Freezing|anime|200211
72222|Freezing|manga|200211
4446|Fruits Basket|manga|200212
10284|Fruits Basket 1st Season|anime|200212
10039|Fruits Basket 2nd Season|anime|200212
8445|Fruits Basket: Prelude|anime|200212
3155|Fruits Basket: The Final|anime|200212
32697|Fugou Keiji: Balance:Unlimited|anime|0
18399|Full Metal Panic!|anime|200214
18400|Full Metal Panic! The Second Raid|anime|200214
18371|Full Metal Panic? Fumoffu|anime|0
23902|Fullmetal Alchemist|anime|200216
184|Fullmetal Alchemist|manga|200216
47|Fullmetal Alchemist: Brotherhood|anime|200216
26681|Fullmetal Alchemist: Brotherhood Specials|anime|200770
23921|Fullmetal Alchemist: The Conqueror of Shamballa|anime|200216
3670|Fumetsu no Anata e|anime|200217
4527|Fumetsu no Anata e|manga|200217
3328|Fumetsu no Anata e Season 2|anime|200217
62299|Futari wa Precure|anime|0
55717|Fuufu Ijou|anime|200219
75545|Fuufu Ijou|manga|200219
54586|Fuuka|anime|200220
73885|Fuuka|manga|200220
82942|GE: Good Ending|manga|0
644|GTO|manga|201047
57838|Ga-Rei: Zero|anime|0
31977|Gabriel DropOut|anime|0
55081|Gaikotsu Kishi-sama|anime|0
24513|Gake no Ue no Ponyo|anime|0
32099|Gakkougurashi!|anime|200227
43472|Gakkougurashi!|manga|200227
84871|Gakuen Alice|manga|0
52931|Gakuen Babysitters|anime|0
33484|Gakuen Love Comedy wo Zenryoku de Jama Shiteiru|anime|0
5815|Gakusen Toshi Asterisk|anime|200231
32471|Gakusen Toshi Asterisk 2nd Season|anime|200231
84976|Gal Gohan|manga|0
9278|Gamers!|anime|0
25185|Gangsta.|anime|200234
34149|Gangsta.|manga|200234
22684|Gankutsuou|anime|0
59488|Gantz|manga|0
27490|Gate: Jieitai Kanochi nite|anime|0
79762|Gekkan Shoujo Nozaki-kun|manga|201039
57251|Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta|anime|0
58038|Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2|anime|0
96906|Genshin Impact|game|0
1050|Gensou Mangekyou: The Memories of Phantasm|anime|201002
18149|Gin no Saji|anime|200243
18148|Gin no Saji 2nd Season|anime|200243
1472|Ginga Eiyuu Densetsu|anime|200244
1476|Ginga Eiyuu Densetsu Gaiden|anime|200244
4415|Ginga Eiyuu Densetsu Gaiden (1999)|anime|200244
4365|Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture|anime|200244
1473|Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu|anime|200244
1474|Ginga Eiyuu Densetsu: Die Neue These - Sakubou|anime|200244
1477|Ginga Eiyuu Densetsu: Die Neue These - Seiran 1|anime|200244
2245|Ginga Eiyuu Densetsu: Die Neue These - Seiran 2|anime|200244
1475|Ginga Eiyuu Densetsu: Die Neue These - Seiran 3|anime|200244
21579|Ginga Nagareboshi Gin|anime|0
124|Gintama|anime|200246
177|Gintama|manga|200246
895|Gintama Movie 1: Shinyaku Benizakura-hen|anime|200246
8081|Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare|anime|200246
890|Gintama'|anime|200246
760|Gintama': Enchousen|anime|200246
8088|Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru|anime|200246
761|Gintama.|anime|200246
513|Gintama.: Porori-hen|anime|200246
3684|Gintama.: Shirogane no Tamashii-hen|anime|200246
894|Gintama.: Shirogane no Tamashii-hen - Kouhan-sen|anime|200246
8091|Gintama: Dai Hanseikai|anime|200246
5484|Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi|anime|200246
8404|Gintama: Shinyaku Benizakura-hen|anime|200246
8087|Gintama: Shiroyasha Koutan|anime|200246
759|Gintama: The Final|anime|200246
857|Gintama: The Semi-Final|anime|200246
898|Gintama: Yorinuki Gintama-san on Theater 2D|anime|200246
579|Gintama°|anime|200246
8402|Gintama°: Aizome Kaori-hen|anime|200246
8089|Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue|anime|200246
84031|Girl Friends|manga|0
9768|Girls & Panzer|anime|200248
4951|Girls & Panzer Movie|anime|200248
9767|Girls & Panzer: Saishuushou Part 1|anime|200248
12814|Girls & Panzer: Saishuushou Part 2|anime|200248
12813|Girls & Panzer: Saishuushou Part 3|anime|200248
80659|Girls of the Wild's|manga|0
16349|Given|anime|200250
22222|Given|manga|200250
16378|Given Movie|anime|200250
16377|Given: Uragawa no Sonzai|anime|200250
17071|Glass no Kamen (2005)|anime|0
31441|Gleipnir|anime|200252
42571|Gleipnir|manga|200252
76500|Goblin Slayer|manga|200253
56396|Goblin Slayer: Goblin's Crown|anime|200253
58100|Gochuumon wa Usagi desu ka?|anime|0
27519|God Eater|anime|0
52614|Gokukoku no Brynhildr|anime|0
33567|Gokushufudou|anime|200257
45475|Gokushufudou|manga|200257
22018|Golden Boy|anime|0
5896|Golden Kamuy|manga|200259
5388|Golden Kamuy 2nd Season|anime|200767
4350|Golden Kamuy 3rd Season|anime|200259
4475|Golden Kamuy 4th Season|anime|200259
17124|Gosick|anime|0
54149|Grancrest Senki|anime|0
8630|Grand Blue|anime|200262
11933|Grand Blue|manga|200262
10673|Great Pretender|anime|0
427|Great Teacher Onizuka|anime|0
33348|Grisaia no Kajitsu|anime|200004
33349|Grisaia no Rakuen|anime|200004
33350|Gurizaia no Kajitsu|game|200004
79666|Gunnm|manga|0
2491|Gyakkyou Burai Kaiji: Hakairoku-hen|anime|0
18969|Gyakkyou Burai Kaiji: Ultimate Survivor|anime|0
80467|Gyo: Ugomeku Bukimi|manga|0
33048|H ga Dekinai.|anime|0
468|Hachimitsu to Clover|anime|200272
437|Hachimitsu to Clover II|anime|200272
32854|Hagure Yuusha no Aesthetica|anime|0
22235|Hai to Gensou no Grimgar|anime|0
475|Haibane Renmei|anime|0
6978|Haikyuu!!|anime|200276
9525|Haikyuu!!|manga|200276
10097|Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou|anime|200276
6979|Haikyuu!! Movie 1: Owari to Hajimari|anime|200276
17303|Haikyuu!! Movie 2: Shousha to Haisha|anime|200276
26688|Haikyuu!! Movie 3: Sainou to Sense|anime|200276
10119|Haikyuu!! Movie 4: Concept no Tatakai|anime|200276
6980|Haikyuu!! Riku vs. Kuu|anime|200276
10013|Haikyuu!! To the Top|anime|200276
6977|Haikyuu!! To the Top Part 2|anime|200276
1728|Hajime no Ippo|anime|200277
2285|Hajime no Ippo|manga|200277
8904|Hajime no Ippo: Boxer no Kobushi|anime|200277
1709|Hajime no Ippo: Champion Road|anime|200277
1732|Hajime no Ippo: Mashiba vs. Kimura|anime|200277
1729|Hajime no Ippo: New Challenger|anime|200277
1708|Hajime no Ippo: Rising|anime|200277
29379|Hajimete no Gal|anime|200278
39712|Hajimete no Gal|manga|200278
54265|Hamatora The Animation|anime|0
84529|Hana to Akuma|manga|0
18945|Hanada Shounen-shi|anime|0
4825|Hanamonogatari|anime|200001
52891|Hanasaku Iroha|anime|0
577|Handa-kun|anime|0
23811|Hanma Baki: Son of Ogre 2nd Season|anime|201037
80680|Happiness|manga|0
54564|Happy Sugar Life|anime|0
29521|Hataraku Maou-sama!|anime|200288
29698|Hataraku Maou-sama!!|anime|200288
9081|Hataraku Saibou|anime|200289
9082|Hataraku Saibou!!|anime|200289
57472|Hello World|anime|0
30768|Hellsing|anime|200291
835|Hellsing|manga|200291
606|Hellsing Ultimate|anime|200291
54739|Henkyou de Slow Life suru Koto ni Shimashita|anime|0
83245|Henshin|manga|0
31757|Hentai Ouji to Warawanai Neko.|anime|0
56729|Hetalia Axis Powers|anime|0
80248|Hibi Chouchou|manga|0
26712|Hibike! Euphonium|anime|200297
16352|Hibike! Euphonium 2|anime|200297
5787|Hidamari Sketch: Sae Hiro Sotsugyou-hen|anime|0
24324|Higashi no Eden|anime|201026
22232|Hige wo Soru. Soshite Joshikousei wo Hirou.|anime|200300
30171|Hige wo Soru. Soshite Joshikousei wo Hirou.|manga|200300
168|High School DxD Hero|anime|200003
2063|High School DxD OVA|anime|200003
4454|High Score Girl|anime|200303
4453|High Score Girl II|anime|200303
5401|High Score Girl: Extra Stage|anime|200303
29876|Highschool of the Dead|anime|200304
40416|Highschool of the Dead|manga|200304
29877|Highschool of the Dead: Drifters of the Dead|anime|200304
4849|Higurashi no Naku Koro ni Gou|anime|0
4848|Higurashi no Naku Koro ni Kai|anime|0
5781|Hikaru no Go|anime|200307
7856|Hikaru no Go|manga|200307
15877|Hikaru no Go: Hokuto Hai e no Michi|anime|200307
31035|Himouto! Umaru-chan|anime|200308
31036|Himouto! Umaru-chan R|anime|200308
28447|Hinamatsuri|manga|200309
20900|Hinamatsuri (TV)|anime|200309
20949|Hirunaka no Ryuusei|manga|0
82408|Hiyokoi|manga|0
5631|Hokuto no Ken|anime|200312
