id|name|type|bucket
7645|Hokuto no Ken|manga|200312
1705|Holo no Graffiti|anime|201004
1706|Hololive Alternative|anime|201004
79363|Holyland|manga|0
68927|Homunculus|manga|0
5985|Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen|anime|200317
5983|Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season|anime|200317
5984|Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season|anime|200317
40836|Horimiya|anime|200318
55049|Horimiya|manga|200318
40837|Horimiya: Piece|anime|200318
82180|Hoshi no Samidare|manga|0
11162|Hotaru no Haka|anime|0
17795|Hotarubi no Mori e|anime|0
13757|Houseki no Kuni|anime|200322
18729|Houseki no Kuni|manga|200322
3472|Howl no Ugoku Shiro|anime|0
613|Hunter x Hunter|anime|200324
531|Hunter x Hunter|manga|200324
378|Hunter x Hunter (2011)|anime|200324
1637|Hunter x Hunter: Greed Island|anime|200324
1108|Hunter x Hunter: Greed Island Final|anime|200324
1253|Hunter x Hunter: Original Video Animation|anime|200324
26722|Hyouge Mono|anime|0
8684|Hyouka|anime|0
10474|I Am a Hero|manga|0
15891|IDOLiSH7 Second Beat!|anime|200011
15848|IDOLiSH7 Third Beat! Part 2|anime|200011
15892|IDOLiSH7 Vibrato|anime|200011
12647|IS: Infinite Stratos|anime|200331
33657|IS: Infinite Stratos 2|anime|200331
84184|Ibitsu|manga|0
29892|Ichiban Ushiro no Daimaou|anime|0
83980|Ichigo 100%|manga|0
65555|Ichimanen de.|manga|0
47945|Ijiranaide|anime|200336
64619|Ijiranaide|manga|200336
79993|Imawa no Kuni no Alice|manga|0
52696|Imouto sae Ireba Ii.|anime|0
17880|Initial D Fifth Stage|anime|0
17877|Initial D Final Stage|anime|0
15880|Initial D First Stage|anime|0
17878|Initial D Fourth Stage|anime|0
17879|Initial D Second Stage|anime|0
82681|Innocent|manga|0
32311|Inou-Battle wa Nichijou-kei no Naka de|anime|0
22866|Interstella5555: The 5tory of The 5ecret 5tar 5ystem|anime|0
26362|Inu x Boku SS|anime|0
1546|InuYasha|manga|200348
1147|InuYasha: Kanketsu-hen|anime|200348
12410|Inuyashiki|anime|200349
16982|Inuyashiki|manga|200349
53159|Irozuku Sekai no Ashita kara|anime|0
53797|Isekai Cheat Magician|anime|0
30940|Isekai Maou to Shoukan Shoujo no Dorei Majutsu|anime|200353
30951|Isekai Maou to Shoukan Shoujo no Dorei Majutsu Î©|anime|200353
57514|Isekai Meikyuu de Harem wo|anime|0
53580|Isekai Ojisan|anime|0
57416|Isekai Shokudou|anime|0
57250|Isekai de Cheat Skill wo Te ni Shita Ore wa|anime|0
25758|Isekai wa Smartphone to Tomo ni.|anime|0
25301|Ishuzoku Reviewers|anime|0
53895|Isshuukan Friends.|anime|0
871|Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.|anime|201046
55210|Itazura na Kiss|anime|0
79573|Jagaaaaaan|manga|0
57638|Jahy-sama wa Kujikenai!|anime|0
5275|Jibaku Shounen Hanako-kun|anime|200365
7167|Jibaku Shounen Hanako-kun|manga|200365
22308|Jigokuraku|anime|200366
30271|Jigokuraku|manga|200366
55920|Jitsu wa Watashi wa|anime|200367
75814|Jitsu wa Watashi wa|manga|200367
9295|JoJo no Kimyou na Bouken Part 1: Phantom Blood|manga|0
9207|JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu|manga|0
11341|JoJo no Kimyou na Bouken Part 3: Stardust Crusaders|anime|200370
6307|JoJo no Kimyou na Bouken Part 3: Stardust Crusaders|manga|200370
4666|JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season|anime|200370
4619|JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai|anime|200371
6245|JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai|manga|200371
4293|JoJo no Kimyou na Bouken Part 5: Ougon no Kaze|anime|200372
5819|JoJo no Kimyou na Bouken Part 5: Ougon no Kaze|manga|200372
21059|JoJo no Kimyou na Bouken Part 6: Stone Ocean|anime|200373
15601|JoJo no Kimyou na Bouken Part 6: Stone Ocean|manga|200373
11389|JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2|anime|200373
11385|JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3|anime|200373
58552|JoJo no Kimyou na Bouken Part 7: Steel Ball Run|manga|0
68236|JoJo no Kimyou na Bouken Part 8: JoJolion|manga|0
10579|Josee to Tora to Sakana-tachi|anime|0
85153|Judge|manga|0
1242|Jujutsu Kaisen|anime|200378
1653|Jujutsu Kaisen|manga|200378
1228|Jujutsu Kaisen 0 Movie|anime|200378
1654|Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou|manga|200378
1241|Jujutsu Kaisen 2nd Season|anime|200378
65554|Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki|manga|0
56954|Junjou Romantica|anime|201025
54213|Just Because!|anime|0
81559|Juujika no Rokunin|manga|0
22768|Juuni Kokuki|anime|0
54981|Juuni Taisen|anime|0
15158|K-On! Movie|anime|200002
20727|K-On!!|anime|200002
53006|K: Missing Kings|anime|0
53005|K: Return of Kings|anime|0
84835|Kaette Kudasai! Akutsu-san|manga|0
3965|Kage no Jitsuryokusha ni Naritakute!|anime|200390
5369|Kage no Jitsuryokusha ni Naritakute!|manga|200390
12321|Kage no Jitsuryokusha ni Naritakute! 2nd Season|anime|200390
17736|Kaguya-hime no Monogatari|anime|0
455|Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai|anime|200393
456|Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen|anime|200393
640|Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen|manga|200393
454|Kaguya-sama wa Kokurasetai: Ultra Romantic|anime|200393
43445|Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai|anime|200393
21259|Kaiba|anime|0
13669|Kaichou wa Maid-sama!|anime|200396
18621|Kaichou wa Maid-sama!|manga|200396
25080|Kaifuku Jutsushi no Yarinaoshi|anime|200397
34010|Kaifuku Jutsushi no Yarinaoshi|manga|200397
69573|Kaijuu 8-gou|manga|0
30161|Kakegurui|anime|200399
40797|Kakegurui|manga|200399
56237|Kakkou no Iinazuke|anime|0
27491|Kaku Tatakaeri Part 2|anime|0
26930|Kakushigoto|anime|0
17306|Kami nomi zo Shiru Sekai|anime|200403
4823|Kami nomi zo Shiru Sekai|manga|200403
3558|Kami nomi zo Shiru Sekai: Megami-hen|anime|200403
24283|Kamisama Hajimemashita|anime|200404
17398|Kamisama Hajimemashita|manga|200404
12790|Kamisama Hajimemashita OVA|anime|200404
12754|Kamisama Hajimemashita: Kako-hen|anime|200404
12828|Kamisama Hajimemashita: Kamisama|anime|200404
12738|Kamisama Hajimemashitaâ—Ž|anime|200404
82324|Kamisama ga Uso wo Tsuku.|manga|0
56793|Kamisama ni Natta Hi|anime|0
57778|Kamisama no Memochou|anime|0
24655|Kanata no Astra|anime|0
51412|Kanojo|anime|200409
69064|Kanojo|manga|200409
57298|Kanokon|anime|0
18662|Kanon (2006)|anime|0
62333|Kantai Collection: KanColle|anime|200412
108274|Kantai Collection: KanColle|game|200412
32795|Kara no Kyoukai Movie 1: Fukan Fuukei|anime|0
13497|Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen)|anime|0
25821|Kara no Kyoukai Movie 3: Tsuukaku Zanryuu|anime|0
10891|Kara no Kyoukai Movie 5: Mujun Rasen|anime|0
10915|Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)|anime|0
13055|Kara no Kyoukai Movie: Mirai Fukuin|anime|0
12626|Karakai Jouzu no (Moto) Takagi-san|manga|0
12625|Karakai Jouzu no Takagi-san|manga|200420
9420|Karakai Jouzu no Takagi-san 2|anime|200420
9209|Karakai Jouzu no Takagi-san 3|anime|200420
9208|Karakai Jouzu no Takagi-san Movie|anime|200420
3968|Katanagatari|anime|0
23002|Katekyou Hitman Reborn!|anime|200422
69934|Katekyou Hitman Reborn!|manga|200422
30363|Kawaii dake ja Nai Shikimori-san|anime|200423
41079|Kawaii dake ja Nai Shikimori-san|manga|200423
53775|Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?|anime|0
23428|Kaze Tachinu|anime|0
13505|Kaze ga Tsuyoku Fuiteiru|anime|0
31802|Kaze no Stigma|anime|0
14841|Kaze no Tani no NausicaÃ¤|anime|0
20149|Kaze no Tani no Nausicaä|manga|0
33412|Keijo!!!!!!!!|anime|0
32549|Kekkai Sensen & Beyond|anime|0
16603|Kemono no Souja Erin|anime|0
82441|Kengan Ashura|manga|0
25856|Kenja no Mago|anime|0
3211|Kenpuu Denki Berserk|anime|0
2164|Kidou Keisatsu Patlabor 2 the Movie|anime|0
23323|Kidou Senshi Gundam 00|anime|200437
23468|Kidou Senshi Gundam 00 Second Season|anime|200437
9312|Kidou Senshi Gundam 0080: Pocket no Naka no Sensou|anime|200437
20017|Kidou Senshi Gundam Thunderbolt|anime|0
12771|Kidou Senshi Gundam Unicorn|anime|0
13285|Kidou Senshi Gundam: Dai 08 MS Shoutai|anime|0
16942|Kidou Senshi Gundam: Suisei no Majo Season 2|anime|201038
7266|Kidou Senshi Gundam: Tekketsu no Orphans|anime|200442
7265|Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season|anime|200442
12770|Kidou Senshi Gundam: The Origin|anime|200443
12839|Kidou Senshi Gundam: The Origin - Zenya Akai Suisei|anime|200443
21637|Kill la Kill|anime|201016
80769|Killing Stalking|manga|0
4492|Kimetsu no Yaiba|anime|200446
6070|Kimetsu no Yaiba|manga|200446
38307|Kimetsu no Yaiba Movie: Mugen Ressha-hen|anime|200446
4493|Kimetsu no Yaiba: Katanakaji no Sato-hen|anime|200446
13557|Kimetsu no Yaiba: Mugen Ressha-hen|anime|200446
4488|Kimetsu no Yaiba: Yuukaku-hen|anime|200446
84|Kimi ni Todoke|anime|200447
126|Kimi ni Todoke|manga|200447
85|Kimi ni Todoke 2nd Season|anime|200447
73902|Kimi no Iru Machi|manga|0
84046|Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo|manga|0
3841|Kimi no Na wa.|anime|200450
5190|Kimi no Na wa.|manga|200450
9640|Kimi no Suizou wo Tabetai|anime|200451
13212|Kimi no Suizou wo Tabetai|manga|200451
55540|Kimi to Boku no Saigo no Senjou|anime|0
24342|Kimi wa Houkago Insomnia|anime|200453
33013|Kimi wa Houkago Insomnia|manga|200453
81517|Kimi wa Midara na Boku no Joou|manga|0
20019|Kindaichi Shounen no Jikenbo|anime|0
5701|Kingdom|manga|200456
48039|Kingdom 2nd Season|anime|200456
4202|Kingdom 3rd Season|anime|200456
48038|Kingdom 4th Season|anime|200456
17290|Kino no Tabi: The Beautiful World|anime|201015
56620|Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu|anime|0
9213|Kiseijuu|manga|200459
6880|Kiseijuu: Sei no Kakuritsu|anime|200459
82126|Kishuku Gakkou no Juliet|manga|0
25266|Kiss x Sis|anime|200461
34246|Kiss x Sis|manga|200461
25265|Kiss x Sis (TV)|anime|200461
30606|Kiznaiver|anime|0
9253|Kizumonogatari I: Tekketsu-hen|anime|200001
9252|Kizumonogatari II: Nekketsu-hen|anime|200001
4608|Kizumonogatari III: Reiketsu-hen|anime|200001
56661|Knight's & Magic|anime|0
19086|Kobato.|anime|0
28188|Kobayashi-san Chi no Maid Dragon|anime|200468
23714|Kobayashi-san Chi no Maid Dragon|manga|200468
17443|Kobayashi-san Chi no Maid Dragon S|anime|200468
9815|Kodomo no Omocha (TV)|anime|0
520|Koe no Katachi|anime|200470
723|Koe no Katachi|manga|200470
57354|Koi to Senkyo to Chocolate|anime|0
33111|Koi to Uso|anime|200472
44841|Koi to Uso|manga|200472
58086|Koi to Yobu ni wa Kimochi Warui|anime|0
54540|Koi wa Ameagari no You ni|anime|0
84020|Koi wo Hajimemasu|manga|0
55718|Koibito Miman.|anime|200476
75546|Koibito Miman.|manga|200476
56502|Kokoro Connect: Michi Random|anime|201050
16452|Kokoro ga Sakebitagatterunda.|anime|0
14774|Kokou no Hito|manga|0
10175|Komi-san wa|anime|200480
13958|Komi-san wa|manga|200480
54239|Kono Bijutsu-bu ni wa Mondai ga Aru!|anime|0
9399|Kono Oto Tomare!|anime|200482
12882|Kono Oto Tomare!|manga|200482
9398|Kono Oto Tomare! Part 2|anime|200482
10950|Kono Sekai no Katasumi ni|anime|0
4814|Kono Subarashii Sekai ni Bakuen wo!|anime|0
23517|Kono Subarashii Sekai ni Shukufuku wo!|anime|200485
6542|Kono Subarashii Sekai ni Shukufuku wo!|manga|200485
4813|Kono Subarashii Sekai ni Shukufuku wo! 2|anime|200485
4861|Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!|anime|200485
33674|Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!|anime|200485
4812|Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu|anime|200485
17049|Kore wa Zombie desu ka?|anime|0
12690|Kotarou wa Hitorigurashi|anime|0
52638|Kotoura-san|anime|0
9798|Koukaku Kidoutai|anime|200489
9802|Koukaku Kidoutai 2|anime|200489
9019|Koukaku Kidoutai: Stand Alone Complex|anime|200489
9020|Koukaku Kidoutai: Stand Alone Complex - Solid State Society|anime|200489
9021|Koukaku Kidoutai: Stand Alone Complex - The Laughing Man|anime|200489
9018|Koukaku Kidoutai: Stand Alone Complex 2nd GIG|anime|200489
9022|Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven|anime|200489
81157|Koukou Debut|manga|0
17152|Koukyoushihen Eureka Seven|anime|0
4765|Koyomimonogatari|anime|200001
84388|Kozure Ookami|manga|0
81529|Kubo-san wa Mob wo Yurusanai|manga|0
9035|Kumo desu ga|anime|200495
12535|Kumo desu ga|manga|200495
23496|Kuragehime|anime|0
28861|Kurenai no Buta|anime|0
10162|Kuroko no Basket|anime|200498
13938|Kuroko no Basket|manga|200498
11040|Kuroko no Basket 2nd Season|anime|200498
11039|Kuroko no Basket 3rd Season|anime|200498
11042|Kuroko no Basket Movie 4: Last Game|anime|200498
11041|Kuroko no Basket: Saikou no Present desu|anime|200498
5706|Kuroshitsuji|manga|200499
26245|Kuroshitsuji II|anime|200499
4205|Kuroshitsuji Movie: Book of the Atlantic|anime|200499
4206|Kuroshitsuji: Book of Circus|anime|200499
10213|Kuroshitsuji: Book of Murder|anime|200499
84457|Kusuriya no Hitorigoto|manga|0
56711|Kuusen Madoushi Kouhosei no Kyoukan|anime|0
1135|Kuzu no Honkai|anime|200502
1529|Kuzu no Honkai|manga|200502
22670|Kyokou Suiri|anime|0
84019|Kyou|manga|0
11339|Kyou kara Ore wa!!|anime|0
798|Kyou-hen|anime|0
4729|Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen|anime|0
57804|Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara|anime|0
55035|Kämpfer|anime|0
12890|Last Game|manga|0
4006|Liar Game|manga|0
19613|Little Busters!|anime|200509
19612|Little Busters! Refrain|anime|200509
15959|Little Witch Academia|anime|200510
15458|Little Witch Academia (TV)|anime|200510
16360|Liz to Aoi Tori|anime|0
20457|Log Horizon|anime|200512
19968|Log Horizon 2nd Season|anime|200512
20459|Log Horizon: Entaku Houkai|anime|200512
79390|Look Back|manga|0
82972|Lookism|manga|0
56111|Love Hina|anime|200515
76095|Love Hina|manga|200515
32165|Love Live! School Idol Project|anime|200516
28232|Love Live! School Idol Project 2nd Season|anime|200516
28205|Love Live! Superstar!!|anime|0
81892|Love So Life|manga|0
56530|Love Stage!!|anime|0
22818|Lovely★Complex|anime|200520
30952|Lovely★Complex|manga|200520
8928|Lucky☆Star|anime|0
26835|Luo Xiao Hei Zhan Ji (Movie)|anime|200009
7452|Lupin III: Cagliostro no Shiro|anime|0
23012|Lupin III: Part 5|anime|0
12389|Lycoris Recoil|anime|0
84319|L♥DK|manga|0
57978|MM!|anime|0
30228|Machikado Mazoku|anime|0
53384|Machine-Doll wa Kizutsukanai|anime|0
28877|Macross F Movie 2: Sayonara no Tsubasa|anime|200024
20251|Macross: Do You Remember Love?|anime|200024
2349|Made in Abyss|anime|200532
3187|Made in Abyss|manga|200532
21601|Made in Abyss Movie 1: Tabidachi no Yoake|anime|200532
49256|Made in Abyss Movie 2: Hourou Suru Tasogare|anime|200532
8435|Made in Abyss Movie 3: Fukaki Tamashii no Reimei|anime|200532
3639|Made in Abyss: Retsujitsu no Ougonkyou|anime|200532
6270|Magi|manga|200533
9865|Magi: Sinbad no Bouken (TV)|anime|200533
4816|Magi: The Kingdom of Magic|anime|200533
4639|Magi: The Labyrinth of Magic|anime|200533
76141|Mahou Sensei Negima!|manga|201012
57083|Mahou Sensou|anime|0
9833|Mahou Shoujo Lyrical Nanoha A's|anime|200012
9832|Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's|anime|200012
12476|Mahou Shoujo Madoka★Magica|anime|200538
12477|Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari|anime|200538
13660|Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari|anime|200538
12382|Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari|anime|200538
58004|Mahou Shoujo Site|anime|0
22240|Mahouka Koukou no Rettousei|anime|201021
11554|Mahoutsukai no Yome|anime|200541
15822|Mahoutsukai no Yome|manga|200541
24387|Mahoutsukai no Yome: Hoshi Matsu Hito|anime|200541
31686|Mairimashita! Iruma-kun|anime|200542
24398|Mairimashita! Iruma-kun|manga|200542
17947|Mairimashita! Iruma-kun 2nd Season|anime|200542
12990|Maison Ikkoku|anime|0
11432|Majo no Takkyuubin|anime|0
12805|Major Movie: Yuujou no Winning Shot|anime|200022
13073|Major S1|anime|200022
11629|Major S2|anime|200022
11628|Major S3|anime|200022
11630|Major S4|anime|200022
11626|Major S5|anime|200022
11627|Major S6|anime|200022
13960|Major: Message|anime|200022
13243|Major: World Series|anime|200022
54904|Maken-Ki!|anime|0
55957|Mamahaha no Tsurego ga Motokano datta|anime|0
55462|Mangaka-san to Assistant-san to The Animation|anime|0
54435|Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso Tensei shite Shison-tachi no Gakkou e Kayou II|anime|0
57740|Maou-sama|anime|0
1017|Maoujou de Oyasumi|anime|200559
1374|Maoujou de Oyasumi|manga|200559
15248|Maoyuu Maou Yuusha|anime|0
13148|Masamune-kun no Revenge|manga|201030
79213|Mashle|manga|0
54953|Masou Gakuen HxH|anime|0
82018|Mato Seihei no Slave|manga|0
20255|Mawaru Penguindrum|anime|0
31260|Mayo Chiki!|anime|0
57030|Medaka Box|anime|200567
77419|Medaka Box|manga|200567
30252|Megalo Box|anime|0
32208|Mekakucity Actors|anime|0
55772|Midara na Ao-chan wa Benkyou ga Dekinai|anime|0
31526|Mieruko-chan|anime|200571
42682|Mieruko-chan|manga|200571
11619|Mimi wo Sumaseba|anime|0
82237|Minamoto-kun Monogatari|manga|0
6658|Mirai Nikki|anime|200574
9062|Mirai Nikki|manga|200574
6651|Mirai Nikki (TV)|anime|200574
23591|Mirai Shounen Conan|anime|0
913|Mo Dao Zu Shi|anime|200576
912|Mo Dao Zu Shi: Wanjie Pian|anime|200576
914|Mo Dao Zu Shi: Xian Yun Pian|anime|200576
2475|Mob Psycho 100|anime|200577
3356|Mob Psycho 100|manga|200577
2473|Mob Psycho 100 II|anime|200577
2474|Mob Psycho 100 III|anime|200577
24142|Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?|anime|0
6440|Monogatari Series: First Season|manga|200001
4762|Monogatari Series: Second Season|anime|200001
8495|Mononoke|anime|200581
1977|Mononoke Hime|anime|200581
2251|Monster|anime|200582
3047|Monster|manga|200582
30383|Monster Musume no Iru Nichijou|anime|200013
41106|Monster Musume no Iru Nichijou|manga|200013
13500|Motto To LOVE-Ru|anime|200867
31437|Mousou Dairinin|anime|0
79885|Mugen no Juunin|manga|0
53540|Munou na Nana|anime|0
56456|Murabito A ni Tensei suru|anime|0
27948|Musaigen no Phantom World|anime|0
1419|Mushishi|anime|200589
1721|Mushishi|manga|200589
5717|Mushishi Zoku Shou|anime|200589
1282|Mushishi Zoku Shou 2nd Season|anime|200589
8807|Mushishi Zoku Shou: Odoro no Michi|anime|200589
8805|Mushishi Zoku Shou: Suzu no Shizuku|anime|200589
5770|Mushishi: Hihamukage|anime|200589
6092|Mushoku Tensei II: Isekai Ittara Honki Dasu|anime|0
6077|Mushoku Tensei: Isekai Ittara Honki Dasu|anime|200591
8266|Mushoku Tensei: Isekai Ittara Honki Dasu|manga|200591
6076|Mushoku Tensei: Isekai Ittara Honki Dasu Part 2|anime|200591
84652|Mx0|manga|0
16844|NHK ni Youkoso!|anime|200593
22894|NHK ni Youkoso!|manga|200593
64620|Nagatoro-san|manga|200594
47946|Nagatoro-san 2nd Attack|anime|200594
27198|Nagi no Asu kara|anime|0
33086|Nakitai Watashi wa Neko wo Kaburu|anime|0
80230|Namaikizakari.|manga|0
10367|Nana|anime|200598
14211|Nana|manga|200598
83854|Nana to Kaoru|manga|200598
12722|Nanatsu no Taizai|manga|200598
46299|Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito|anime|200598
9282|Nanatsu no Taizai: Funnu no Shinpan|anime|200598
30816|Nanatsu no Taizai: Kamigami no Gekirin|anime|200598
30955|Nanatsu no Taizai: Seisen no Shirushi|anime|200598
53091|Nanbaka|anime|0
9036|Nani ka?|anime|200600
12536|Nani ka?|manga|200600
17073|Naruto|anime|200601
683|Naruto|manga|200601
685|Naruto Gaiden: Nanadaime Hokage to Akairo no Hanatsuzuki|manga|200601
984|Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!|anime|200601
662|Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!|anime|200601
499|Naruto: Shippuuden|anime|200601
555|Naruto: Shippuuden Movie 1|anime|200601
501|Naruto: Shippuuden Movie 2 - Kizuna|anime|200601
986|Naruto: Shippuuden Movie 4 - The Lost Tower|anime|200601
502|Naruto: Shippuuden Movie 5 - Blood Prison|anime|200601
9494|Natsume Yuujinchou|anime|200602
5555|Natsume Yuujinchou|manga|200602
4192|Natsume Yuujinchou Go|anime|200602
10596|Natsume Yuujinchou Go Specials|anime|200602
10510|Natsume Yuujinchou Movie: Utsusemi ni Musubu|anime|200602
8423|Natsume Yuujinchou Roku|anime|200602
13336|Natsume Yuujinchou Roku Specials|anime|200602
4193|Natsume Yuujinchou San|anime|200602
4098|Natsume Yuujinchou Shi|anime|200602
21683|Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha|anime|200602
13337|Natsume Yuujinchou: Itsuka Yuki no Hi ni|anime|200602
53953|Nazo no Kanojo X|anime|200603
72947|Nazo no Kanojo X|manga|200603
53857|Nejimaki Seirei Senki: Tenkyou no Alderamin|anime|0
11642|Neko no Ongaeshi|anime|0
27110|Nekomonogatari|anime|200001
27118|Nekomonogatari: Kuro|anime|200001
3284|Neon Genesis Evangelion|anime|200607
4476|Neon Genesis Evangelion|manga|200607
3287|Neon Genesis Evangelion: Death & Rebirth|anime|200607
3283|Neon Genesis Evangelion: The End of Evangelion|anime|200607
21822|Net-juu no Susume|anime|0
28569|Netoge no Yome wa Onnanoko ja Nai to Omotta?|anime|0
32753|New Game!|anime|200610
32754|New Game!!|anime|200610
3949|Nichijou|anime|0
15751|NieR:Automata|game|200612
9038|NieR:Automata Ver1.1a|anime|200612
84163|Nijigahara Holograph|manga|0
58120|Nijiiro Days|anime|0
45594|Nisekoi|anime|200615
61424|Nisekoi|manga|200615
45595|Nisekoi:|anime|200615
4764|Nisemonogatari|anime|200001
210|No Game No Life|anime|200617
292|No Game No Life|manga|200617
19826|No Game No Life: Zero|anime|200617
32513|No.6|anime|200618
44027|No.6|manga|200618
6288|Noblesse|anime|200619
8502|Noblesse|manga|200625
18789|Nodame Cantabile|anime|200620
18790|Nodame Cantabile: Finale|anime|200620
18854|Nodame Cantabile: Paris-hen|anime|200620
18597|Nomad: Megalo Box 2|anime|0
4457|Non Non Biyori Movie: Vacation|anime|0
4456|Non Non Biyori Nonstop|anime|200623
4459|Non Non Biyori Nonstop: Bukatsu wo Ganbatta|anime|200623
4458|Non Non Biyori Repeat|anime|0
28921|Noragami|anime|200625
11650|Noragami|manga|200625
8501|Noragami Aragoto|anime|200625
8510|Noragami Aragoto OVA|anime|200625
8502|Noragami OVA|anime|200625
26159|Nurarihyon no Mago|anime|200626
35453|Nurarihyon no Mago|manga|200626
26158|Nurarihyon no Mago: Sennen Makyou|anime|200626
14956|Nyan Koi!|anime|0
54696|Oda Nobuna no Yabou|anime|0
452|Odd Taxi|anime|0
69065|Okarishimasu|manga|200630
